CompNo,Phase,Group,Date,Mass,Code,DamMassBirth,DamMassWean
18352799,B1,SJV3,19871211,285,00,,
18352799,B2,SJV3,19880506,350,00,,
13429675,A2,SJV3,19870530,205,33,375,435
13429675,B1,SJV3,19871211,270,00,,
13429675,B2,SJV3,19880506,345,00,,
13260807,A2,SJV2,19870530,195,22,405,475
13260807,B1,SJV2,19871211,290,00,,
13260807,B2,SJV2,19880506,370,00,,
18352807,A2,SJV3,19870530,210,33,330,505
18352807,B1,SJV3,19871211,280,00,,
18352807,B2,SJV3,19880506,355,00,,
18352815,A2,SJV2,19870530,200,22,445,385
18352815,B1,SJV2,19871211,270,00,,
18352815,B2,SJV2,19880506,340,00,,
18352823,A2,SJV3,19870530,230,33,475,490
18352823,B1,SJV3,19871211,315,00,,
18352823,B2,SJV3,19880506,400,00,,
18352831,A2,SJV3,19870530,210,33,375,475
18352831,B1,SJV3,19871211,295,00,,
18352831,B2,SJV3,19880506,370,00,,
14311971,A2,SJV3,19870530,240,33,340,435
14311971,B1,SJV3,19871211,315,00,,
14311971,B2,SJV3,19880506,400,00,,
14311989,A2,SJV3,19870530,210,33,360,400
14311989,B1,SJV3,19871211,300,00,,
14311989,B2,SJV3,19880506,385,00,,
14663215,A2,SJV2,19870530,220,22,500,490
14663215,B1,SJV2,19871211,320,00,,
14663215,B2,SJV2,19880506,405,00,,
14312128,A2,SJV3,19870530,190,33,360,415
14312128,B1,SJV3,19871211,260,00,,
14312128,B2,SJV3,19880506,340,00,,
14312219,A2,SJV3,19870530,220,33,390,435
14312219,B1,SJV3,19871211,300,00,,
14312219,B2,SJV3,19880506,405,00,,
14312250,A2,SJV3,19870530,200,33,490,490
14312250,B1,SJV3,19871211,295,00,,
14312250,B2,SJV3,19880506,375,00,,
21002050,A2,SJV2,19870530,190,22,460,490
21002050,B1,SJV2,19871211,260,00,,
21002050,B2,SJV2,19880506,345,00,,
14312284,A2,SJV3,19870530,215,33,575,560
14312284,B1,SJV3,19871211,320,00,,
14312284,B2,SJV3,19880506,405,00,,
14312318,A2,SJV3,19870530,190,33,315,435
14312318,B1,SJV3,19871211,260,00,,
14312318,B2,SJV3,19880506,330,00,,
14663223,A2,SJV1,19870530,235,11,395,460
14663223,B1,SJV1,19871211,310,00,,
14663223,B2,SJV1,19880506,410,00,,
14312474,A2,SJV3,19870530,205,33,375,455
14312474,B1,SJV3,19871211,285,00,,
14312474,B2,SJV3,19880506,355,00,,
14312532,A2,SJV3,19870530,210,33,505,545
14312532,B1,SJV3,19871211,270,00,,
14312532,B2,SJV3,19880506,335,00,,
14312599,A2,SJV3,19870530,190,33,340,425
14312599,B1,SJV3,19871211,275,00,,
14312599,B2,SJV3,19880506,365,00,,
14312722,A2,SJV3,19870530,205,33,395,445
14312722,B1,SJV3,19871211,285,00,,
14312722,B2,SJV3,19880506,375,00,,
14312730,A2,SJV3,19870530,185,33,460,475
14312730,B1,SJV3,19871211,265,00,,
14312730,B2,SJV3,19880506,340,00,,
14312805,A2,SJV3,19870530,200,33,465,500
14312805,B1,SJV3,19871211,255,00,,
14312805,B2,SJV3,19880506,340,00,,
20760039,A2,SJV2,19870530,180,22,510,500
20760039,B1,SJV2,19871211,275,00,,
20760039,B2,SJV2,19880506,340,00,,
14313068,A2,SJV2,19870530,180,22,325,405
14313068,B1,SJV2,19871211,260,00,,
14313068,B2,SJV2,19880506,355,00,,
20799714,A2,SJV2,19870530,200,22,465,480
20799714,B1,SJV2,19871211,255,00,,
20799714,B2,SJV2,19880506,340,00,,
14313084,A2,SJV3,19870530,220,33,390,425
14313084,B1,SJV3,19871211,310,00,,
14313084,B2,SJV3,19880506,380,00,,
14313258,A2,SJV3,19870530,175,33,510,500
14313258,B1,SJV3,19871211,245,00,,
14313258,B2,SJV3,19880506,315,00,,
14313266,A2,SJV3,19870530,175,33,360,440
14313266,B1,SJV3,19871211,245,00,,
14313266,B2,SJV3,19880506,325,00,,
14313274,A2,SJV2,19870530,180,22,365,440
14313274,B1,SJV2,19871211,255,00,,
14313274,B2,SJV2,19880506,330,00,,
14313407,A2,SJV2,19870530,170,22,355,400
14313407,B1,SJV2,19871211,240,00,,
14313407,B2,SJV2,19880506,305,00,,
14313449,A2,SJV3,19870530,190,33,425,450
14313449,B1,SJV3,19871211,255,00,,
14313449,B2,SJV3,19880506,340,00,,
14313480,A2,SJV1,19870530,175,11,555,560
14313480,B1,SJV1,19871211,255,00,,
14313480,B2,SJV1,19880506,340,00,,
14313688,A2,SJV3,19870530,225,33,550,555
14313688,B1,SJV3,19871211,330,00,,
14313688,B2,SJV3,19880506,430,00,,
14663264,A2,SJV4,19870530,170,44,570,565
14663264,B1,SJV4,19871211,230,00,,
14663264,B2,SJV4,19880506,295,00,,
14663272,A2,SJV3,19870530,175,33,440,465
14663272,B1,SJV3,19871211,190,00,,
20799706,A2,SJV4,19870530,200,44,380,410
20799706,B1,SJV4,19871211,260,00,,
20799706,B2,SJV4,19880506,325,00,,
13561980,A2,IWJV1,19861218,170,11,415,380
13561980,B1,IWJV1,19870422,230,11,,
13561980,B2,IWJV1,19871211,360,11,,
13562095,A2,IWJV1,19861218,155,11,420,385
13562095,B1,IWJV1,19870422,215,11,,
13562095,B2,IWJV1,19871211,325,11,,
13562426,A2,IWJV1,19861218,190,11,450,395
13562426,B1,IWJV1,19870422,235,11,,
13562426,B2,IWJV1,19871211,390,11,,
13105606,A2,IWJV1,19861218,160,11,520,475
13105606,B1,IWJV1,19870422,210,11,,
13105606,B2,IWJV1,19871211,315,11,,
13563168,A2,IWJV1,19861218,150,11,440,390
13563168,B1,IWJV1,19870422,190,11,,
13563168,B2,IWJV1,19871211,315,11,,
13563283,A2,IWJV1,19861218,150,11,380,355
13563283,B1,IWJV1,19870422,195,11,,
13563283,B2,IWJV1,19871211,315,11,,
13691324,A2,IWJV1,19861218,155,11,410,365
13691324,B1,IWJV1,19870422,205,11,,
13691324,B2,IWJV1,19871211,330,11,,
13563937,A2,IWJV1,19861218,155,11,400,375
13563937,B1,IWJV1,19870422,190,11,,
13563937,B2,IWJV1,19871211,325,11,,
13564216,A2,IWJV1,19861218,150,11,390,370
13564216,B1,IWJV1,19870422,205,11,,
13564216,B2,IWJV1,19871211,325,11,,
13564323,A2,IWJV1,19861218,165,11,420,380
13564323,B1,IWJV1,19870422,215,11,,
13564323,B2,IWJV1,19871211,350,11,,
16598716,A1,WKV3,19870826,125,,,
16598716,A2,WKV3,19880104,195,33,565,585
16598716,B1,WKV3,19880506,280,00,,
16598716,B2,WKV3,19881019,295,00,,
16598740,A1,WKV3,19870826,145,,,
16598740,A2,WKV3,19880104,245,33,515,470
16598740,B1,WKV3,19880506,310,00,,
16598740,B2,WKV3,19881019,315,00,,
16598757,A1,WKV1,19870826,130,,,
16598757,A2,WKV1,19880104,240,11,400,400
16598757,B1,WKV1,19880506,310,00,,
16598757,B2,WKV1,19881019,315,00,,
16598765,A1,WKV1,19870826,130,,,
16598765,A2,WKV1,19880104,230,11,415,470
16598765,B1,WKV1,19880506,300,00,,
16598765,B2,WKV1,19881019,340,00,,
16598781,A1,WKV1,19870826,130,,,
16598781,A2,WKV1,19880104,245,11,370,475
16598781,B1,WKV1,19880506,310,00,,
16598781,B2,WKV1,19881019,330,00,,
16598815,A1,WKV3,19870826,140,,,
16598815,A2,WKV3,19880104,250,33,550,565
16598815,B1,WKV3,19880506,305,00,,
16598815,B2,WKV3,19881019,340,00,,
16598823,A1,WKV3,19870826,120,,,
16598823,A2,WKV3,19880104,200,33,550,525
16598823,B1,WKV3,19880506,280,00,,
16598823,B2,WKV3,19881019,285,00,,
18312678,A1,WKV1,19870826,120,,,
18312678,A2,WKV1,19880104,250,11,455,515
18312678,B1,WKV1,19880506,320,00,,
18312678,B2,WKV1,19881019,345,00,,
16598849,A1,WKV3,19870826,140,,,
16598849,A2,WKV3,19880104,255,33,570,550
16598849,B1,WKV3,19880506,310,00,,
16598849,B2,WKV3,19881019,330,00,,
16598856,A1,WKV1,19870826,115,,,
16598856,A2,WKV1,19880104,235,11,395,465
16598856,B1,WKV1,19880506,295,00,,
16598856,B2,WKV1,19881019,340,00,,
18312686,A1,WKV1,19870826,105,,,
18312686,A2,WKV1,19880104,195,11,390,400
18312686,B1,WKV1,19880506,265,00,,
18312686,B2,WKV1,19881019,275,00,,
16598880,A1,WKV1,19870826,110,,,
16598880,A2,WKV1,19880104,210,11,380,400
16598880,B1,WKV1,19880506,285,00,,
16598880,B2,WKV1,19881019,310,00,,
17819459,A1,WKV3,19870826,120,,,
17819459,A2,WKV3,19880104,220,33,525,515
17819459,B1,WKV3,19880506,300,00,,
17819459,B2,WKV3,19881019,290,00,,
16598898,A1,WKV1,19870826,125,,,
16598898,A2,WKV1,19880104,235,11,420,460
16598898,B1,WKV1,19880506,305,00,,
16598898,B2,WKV1,19881019,330,00,,
16598922,A1,WKV3,19870826,130,,,
16598922,A2,WKV3,19880104,230,33,630,620
16598922,B1,WKV3,19880506,300,00,,
16598922,B2,WKV3,19881019,315,00,,
16598930,A1,WKV3,19870826,125,,,
16598930,A2,WKV3,19880104,230,33,530,525
16598930,B1,WKV3,19880506,300,00,,
16598930,B2,WKV3,19881019,325,00,,
17819467,A1,WKV3,19870826,130,,,
17819467,A2,WKV3,19880104,230,33,545,520
17819467,B1,WKV3,19880506,300,00,,
17819467,B2,WKV3,19881019,295,00,,
16598948,A1,WKV3,19870826,125,,,
16598948,A2,WKV3,19880104,215,33,550,555
16598948,B1,WKV3,19880506,270,00,,
16598955,A1,WKV3,19870826,140,,,
16598955,A2,WKV3,19880104,250,33,650,635
16598955,B1,WKV3,19880506,315,00,,
16598955,B2,WKV3,19881019,330,00,,
16598963,A1,WKV3,19870826,145,,,
16598963,A2,WKV3,19880104,250,33,580,540
16598963,B1,WKV3,19880506,305,00,,
16598963,B2,WKV3,19881019,325,00,,
16598971,A1,WKV3,19870826,140,,,
16598971,A2,WKV3,19880104,245,33,620,515
16598971,B1,WKV3,19880506,300,00,,
16598971,B2,WKV3,19881019,320,00,,
18312694,A1,WKV1,19870826,120,,,
18312694,A2,WKV1,19880104,250,11,450,485
18312694,B1,WKV1,19880506,325,00,,
18312694,B2,WKV1,19881019,325,00,,
16599003,A1,WKV3,19870826,120,,,
16599003,A2,WKV3,19880104,225,33,685,685
16599003,B1,WKV3,19880506,310,00,,
16599003,B2,WKV3,19881019,325,00,,
16599029,A1,WKV1,19870826,115,,,
16599029,A2,WKV1,19880104,210,11,410,435
16599029,B1,WKV1,19880506,250,00,,
16599029,B2,WKV1,19881019,280,00,,
16599037,A1,WKV3,19870826,110,,,
16599037,A2,WKV3,19880104,200,33,585,620
16599037,B1,WKV3,19880506,285,00,,
16599037,B2,WKV3,19881019,305,00,,
18312702,A1,WKV1,19870826,115,,,
18312702,A2,WKV1,19880104,240,11,410,470
18312702,B1,WKV1,19880506,295,00,,
18312702,B2,WKV1,19881019,320,00,,
18312710,A1,WKV1,19870826,100,,,
18312710,A2,WKV1,19880104,205,11,395,455
18312710,B1,WKV1,19880506,265,00,,
18312710,B2,WKV1,19881019,290,00,,
17819475,A1,WKV1,19870826,125,,,
17819475,A2,WKV1,19880104,240,11,395,420
17819475,B1,WKV1,19880506,305,00,,
17819475,B2,WKV1,19881019,315,00,,
16599052,A1,WKV3,19870826,125,,,
16599052,A2,WKV3,19880104,225,33,615,620
16599052,B1,WKV3,19880506,295,00,,
16599052,B2,WKV3,19881019,300,00,,
16599078,A1,WKV3,19870826,100,,,
16599078,A2,WKV3,19880104,225,33,570,600
16599078,B1,WKV3,19880506,290,00,,
16599078,B2,WKV3,19881019,300,00,,
16599094,A1,WKV3,19870826,110,,,
16599094,A2,WKV3,19880104,230,33,525,495
16599094,B1,WKV3,19880506,295,00,,
16599094,B2,WKV3,19881019,320,00,,
19485663,A1,WNB1,19890918,135,11,,
19485663,A2,WNB1,19891208,180,00,380,405
19485671,A1,WNB1,19890918,165,11,,
19485671,A2,WNB1,19891208,215,00,405,405
19485697,A1,WNB1,19890918,160,11,,
19485697,A2,WNB1,19891208,205,00,410,400
20797379,A1,WNV1,19890918,165,11,,
20797379,A2,WNV1,19891208,225,00,460,450
20797379,B1,WNV1,19900605,325,00,,
20797379,B2,WNV1,19901213,390,00,,
13657531,A1,SSHB,19860219,140,,,
13657531,A2,SSHB,19860527,230,,430,485
14659106,A2,SJB2,19870530,275,22,535,540
14312029,A2,SJB3,19870530,210,33,340,400
20394516,A2,SJB3,19870530,230,33,600,640
13709290,A2,SJB1,19870530,250,11,380,385
16599508,A1,SAAD,19880303,225,,,
16599508,A2,SAAD,19880504,290,,375,455
14547475,A1,SAAD,19860219,185,,,
14547475,A2,SAAD,19860527,295,,560,555
18312637,A1,SSEB,19850304,180,,,
18312637,A2,SSEB,19850625,250,,550,
11831500,A2,SSDB,19840622,235,,,
11831500,B2,SSDB,19850525,470,,,
16599458,A1,SAAD,19880303,250,,,
16599458,A2,SAAD,19880504,330,,535,650
16599458,B1,SAAD,19881109,560,,,
16599458,B2,SAAD,19890217,635,,,
20146775,A1,WNB3,19890918,130,33,,
20146775,A2,WNB3,19891208,170,22,445,345
20146791,A1,WNB3,19890918,145,33,,
20146791,A2,WNB3,19891208,185,22,590,450
20146809,A1,WNB3,19890918,140,33,,
20146809,A2,WNB3,19891208,185,22,555,430
20146817,A1,WNB1,19890918,100,11,,
20146817,A2,WNB1,19891208,140,00,355,320
20146825,A1,WNB3,19890918,135,33,,
20146825,A2,WNB3,19891208,170,22,500,420
20146833,A1,WNB3,19890918,125,33,,
20146833,A2,WNB3,19891208,155,22,550,435
20146841,A1,WNB3,19890918,125,33,,
20146841,A2,WNB3,19891208,170,22,530,410
20517595,A1,WNB3,19890918,125,33,,
20517595,A2,WNB3,19891208,170,22,475,380
20146858,A1,WNB3,19890918,130,33,,
20146858,A2,WNB3,19891208,175,22,635,475
20146866,A1,WNV1,19890918,100,11,,
20146866,A2,WNV1,19891208,140,00,400,390
20146866,B1,WNV1,19900605,245,00,,
20146874,A1,WNB3,19890918,135,33,,
20146874,A2,WNB3,19891208,175,22,465,355
20146882,A1,WNV3,19890918,130,33,,
20146882,A2,WNV3,19891208,170,22,515,410
20146882,B1,WNV3,19900605,265,00,,
20146882,B2,WNV3,19901213,345,00,,
20145843,A1,WNB3,19890918,120,33,,
20145843,A2,WNB3,19891208,160,22,530,430
20145850,A1,WNB3,19890918,125,33,,
20145850,A2,WNB3,19891208,175,22,485,390
20145868,A1,WNB3,19890918,130,33,,
20145868,A2,WNB3,19891208,175,22,495,420
20145876,A1,WNB3,19890918,135,33,,
20145876,A2,WNB3,19891208,180,22,635,465
20145884,A1,WNB3,19890918,140,33,,
20145884,A2,WNB3,19891208,195,22,635,515
20145892,A1,WNV1,19890918,100,11,,
20145892,A2,WNV1,19891208,155,00,390,405
20145892,B1,WNV1,19900605,235,00,,
20145892,B2,WNV1,19901213,310,11,,
20145900,A1,WNB3,19890918,120,33,,
20145900,A2,WNB3,19891208,160,22,505,385
20799987,A1,WNV3,19890918,100,33,,
20799987,A2,WNV3,19891208,135,22,640,555
20799987,B1,WNV3,19900605,235,00,,
20145918,A1,WNB3,19890918,125,33,,
20145918,A2,WNB3,19891208,160,22,450,370
20145926,A1,WNB3,19890918,135,33,,
20145926,A2,WNB3,19891208,180,22,460,370
20145934,A1,WNB3,19890918,120,33,,
20145934,A2,WNB3,19891208,165,22,500,435
20145959,A1,WNV1,19890918,95,11,,
20145959,A2,WNV1,19891208,140,00,325,355
20145959,B1,WNV1,19900605,215,00,,
20145959,B2,WNV1,19901213,280,11,,
20145975,A1,WNV3,19890918,120,33,,
20145975,A2,WNV3,19891208,155,22,585,465
20145975,B1,WNV3,19900605,240,00,,
20145975,B2,WNV3,19901213,310,11,,
20145983,A1,WNV1,19890918,100,11,,
20145983,A2,WNV1,19891208,150,00,435,455
20145983,B1,WNV1,19900605,205,00,,
20145983,B2,WNV1,19901213,265,11,,
20145991,A1,WNB3,19890918,105,33,,
20145991,A2,WNB3,19891208,145,22,450,405
20146007,A1,WNB1,19890918,100,11,,
20146007,A2,WNB1,19891208,150,00,380,410
20146015,A1,WNV3,19890918,100,33,,
20146015,A2,WNV3,19891208,155,22,550,470
20146015,B1,WNV3,19900605,220,00,,
20146015,B2,WNV3,19901213,285,11,,
20799979,A1,WNV1,19890918,75,11,,
20799979,A2,WNV1,19891208,110,00,405,490
20799979,B1,WNV1,19900605,215,00,,
20146031,A1,WNB3,19890918,110,33,,
20146031,A2,WNB3,19891208,155,22,470,400
20799995,A1,WNB1,19890918,85,11,,
20799995,A2,WNB1,19891208,130,00,375,365
20146049,A1,WNV3,19890918,105,33,,
20146049,A2,WNV3,19891208,150,22,550,415
20146049,B1,WNV3,19900605,220,00,,
20146049,B2,WNV3,19901213,260,11,,
20146056,A1,WNB3,19890918,100,33,,
20146056,A2,WNB3,19891208,135,22,455,430
13659701,A1,SSHB,19860219,160,,,
13659701,A2,SSHB,19860527,260,,530,620
19485705,A1,WNV1,19890918,165,11,,
19485705,A2,WNV1,19891208,225,00,485,455
19485705,B1,WNV1,19900605,325,00,,
19485705,B2,WNV1,19901213,395,00,,
19485713,A1,WNB1,19890918,165,11,,
19485713,A2,WNB1,19891208,205,00,405,380
19485721,A1,WNV1,19890918,150,11,,
19485721,A2,WNV1,19891208,195,00,435,450
19485721,B1,WNV1,19900605,275,00,,
19485721,B2,WNV1,19901213,335,00,,
20797387,A1,WNV1,19890918,145,11,,
20797387,A2,WNV1,19891208,190,00,500,530
20797387,B1,WNV1,19900605,255,00,,
20797387,B2,WNV1,19901213,315,00,,
19485739,A1,WNB1,19890918,135,11,,
19485739,A2,WNB1,19891208,185,00,415,450
20146064,A1,WNV1,19890918,140,11,,
20146064,A2,WNV1,19891208,185,00,500,475
20146064,B1,WNV1,19900605,250,00,,
20146064,B2,WNV1,19901213,300,11,,
20394524,A1,WNB1,19890918,180,11,,
20394524,A2,WNB1,19891208,240,00,480,420
20394532,A1,WNB1,19890918,170,11,,
20394532,A2,WNB1,19891208,225,00,470,515
20799961,A1,WNV1,19890918,135,11,,
20799961,A2,WNV1,19891208,190,00,430,450
20799961,B1,WNV1,19900605,275,00,,
20799961,B2,WNV1,19901213,340,00,,
20800009,A1,WNV1,19890918,145,11,,
20800009,A2,WNV1,19891208,200,00,380,375
20800009,B1,WNV1,19900605,285,00,,
20800009,B2,WNV1,19901213,345,00,,
20800017,A1,WNV1,19890918,145,11,,
20800017,A2,WNV1,19891208,200,00,390,410
20800017,B1,WNV1,19900605,285,00,,
20800017,B2,WNV1,19901213,370,00,,
20394540,A1,WNB1,19890918,140,11,,
20394540,A2,WNB1,19891208,185,00,385,400
20146080,A1,WNB3,19890918,150,33,,
20146080,A2,WNB3,19891208,195,22,540,425
20146098,A1,WNV1,19890918,160,11,,
20146098,A2,WNV1,19891208,210,00,430,400
20146098,B1,WNV1,19900605,300,00,,
20146098,B2,WNV1,19901213,385,00,,
20146106,A1,WNV3,19890918,160,33,,
20146106,A2,WNV3,19891208,195,22,645,510
20146106,B1,WNV3,19900605,250,00,,
20146106,B2,WNV3,19901213,285,11,,
20146122,A1,WNV3,19890918,170,33,,
20146122,A2,WNV3,19891208,210,22,560,470
20146122,B1,WNV3,19900605,305,00,,
20146122,B2,WNV3,19901213,390,00,,
20800033,A1,WNB1,19890918,135,11,,
20800033,A2,WNB1,19891208,165,00,455,455
20394557,A1,WNB1,19890918,175,11,,
20394557,A2,WNB1,19891208,230,00,475,425
20516993,A1,WNB1,19890918,165,11,,
20516993,A2,WNB1,19891208,215,00,535,525
21419643,A1,WNV1,19890918,150,11,,
21419643,A2,WNV1,19891208,205,00,415,425
21419643,B1,WNV1,19900605,290,00,,
21419643,B2,WNV1,19901213,380,00,,
20146130,A1,WNV1,19890918,150,11,,
20146130,A2,WNV1,19891208,205,00,465,455
20146130,B1,WNV1,19900605,285,00,,
20146130,B2,WNV1,19901213,370,00,,
20146163,A1,WNB3,19890918,140,33,,
20146163,A2,WNB3,19891208,180,22,525,415
20146171,A1,WNB3,19890918,140,33,,
20146171,A2,WNB3,19891208,185,22,540,440
20146197,A1,WNB3,19890918,185,33,,
20146197,A2,WNB3,19891208,220,22,610,455
20146205,A1,WNV1,19890918,160,11,,
20146205,A2,WNV1,19891208,225,00,435,380
20146205,B1,WNV1,19900605,325,00,,
20146205,B2,WNV1,19901213,390,00,,
20146213,A1,WNV3,19890918,160,33,,
20146213,A2,WNV3,19891208,195,22,550,390
20146213,B1,WNV3,19900605,290,00,,
20146213,B2,WNV3,19901213,385,00,,
20146221,A1,WNB3,19890918,150,33,,
20146221,A2,WNB3,19891208,195,22,565,460
20146239,A1,WNB1,19890918,120,11,,
20146239,A2,WNB1,19891208,175,00,420,440
20146254,A1,WNB1,19890918,160,11,,
20146254,A2,WNB1,19891208,220,00,475,490
20146262,A1,WNB3,19890918,140,33,,
20146262,A2,WNB3,19891208,175,22,565,460
20146270,A1,WNB3,19890918,125,33,,
20146270,A2,WNB3,19891208,160,22,530,420
20146288,A1,WNB3,19890918,170,33,,
20146288,A2,WNB3,19891208,210,22,580,455
20146296,A1,WNB3,19890918,135,33,,
20146296,A2,WNB3,19891208,180,22,570,415
20146304,A1,WNB1,19890918,125,11,,
20146304,A2,WNB1,19891208,180,00,460,435
20146312,A1,WNB3,19890918,115,33,,
20146312,A2,WNB3,19891208,140,22,650,535
20146320,A1,WNB1,19890918,140,11,,
20146320,A2,WNB1,19891208,195,00,405,390
20146346,A1,WNB3,19890918,145,33,,
20146346,A2,WNB3,19891208,185,22,615,480
20800041,A1,WNB1,19890918,100,11,,
20800041,A2,WNB1,19891208,150,00,405,485
20146353,A1,WNV3,19890918,110,33,,
20146353,A2,WNV3,19891208,145,22,500,415
20146353,B1,WNV3,19900605,215,00,,
20146361,A1,WNV3,19890918,120,33,,
20146361,A2,WNV3,19891208,170,22,570,400
20146361,B1,WNV3,19900605,250,00,,
20146361,B2,WNV3,19901213,305,11,,
20146379,A1,WNB3,19890918,150,33,,
20146379,A2,WNB3,19891208,185,22,485,380
20146387,A1,WNB3,19890918,140,33,,
20146387,A2,WNB3,19891208,185,22,465,345
20146395,A1,WNB1,19890918,110,11,,
20146395,A2,WNB1,19891208,150,00,400,360
20146403,A1,WNV1,19890918,130,11,,
20146403,A2,WNV1,19891208,180,00,475,450
20146403,B1,WNV1,19900605,270,00,,
20146403,B2,WNV1,19901213,320,00,,
20800058,A1,WNV1,19890918,135,11,,
20800058,A2,WNV1,19891208,195,00,425,440
20800058,B1,WNV1,19900605,300,00,,
20800058,B2,WNV1,19901213,385,00,,
20146429,A1,WNV1,19890918,140,11,,
20146429,A2,WNV1,19891208,195,00,435,430
20146429,B1,WNV1,19900605,270,00,,
20146429,B2,WNV1,19901213,355,00,,
20146437,A1,WNV1,19890918,130,11,,
20146437,A2,WNV1,19891208,185,00,405,430
20146437,B1,WNV1,19900605,260,00,,
20146437,B2,WNV1,19901213,340,00,,
20146445,A1,WNV3,19890918,160,33,,
20146445,A2,WNV3,19891208,205,22,515,425
20146445,B1,WNV3,19900605,300,00,,
20146445,B2,WNV3,19901213,385,00,,
20146460,A1,WNB3,19890918,140,33,,
20146460,A2,WNB3,19891208,185,22,540,445
20146478,A1,WNV3,19890918,135,33,,
20146478,A2,WNV3,19891208,180,22,670,525
20146478,B1,WNV3,19900605,310,00,,
20146478,B2,WNV3,19901213,400,00,,
20146486,A1,WNB3,19890918,130,33,,
20146486,A2,WNB3,19891208,180,22,525,400
20146494,A1,WNV3,19890918,150,33,,
20146494,A2,WNV3,19891208,190,22,540,445
20146494,B1,WNV3,19900605,285,00,,
20146494,B2,WNV3,19901213,385,00,,
20146502,A1,WNB3,19890918,125,33,,
20146502,A2,WNB3,19891208,165,22,550,450
20146510,A1,WNV3,19890918,130,33,,
20146510,A2,WNV3,19891208,175,22,530,390
20146510,B1,WNV3,19900605,250,00,,
20146510,B2,WNV3,19901213,320,11,,
20146528,A1,WNV3,19890918,135,33,,
20146528,A2,WNV3,19891208,175,22,525,395
20146528,B1,WNV3,19900605,255,00,,
20146528,B2,WNV3,19901213,310,11,,
20146536,A1,WNB1,19890918,160,11,,
20146536,A2,WNB1,19891208,220,00,465,465
20146544,A1,WNV3,19890918,125,33,,
20146544,A2,WNV3,19891208,165,22,500,405
20146544,B1,WNV3,19900605,255,00,,
20146544,B2,WNV3,19901213,315,11,,
20146569,A1,WNV3,19890918,135,33,,
20146569,A2,WNV3,19891208,175,22,600,480
20146569,B1,WNV3,19900605,250,00,,
20146569,B2,WNV3,19901213,310,11,,
20146577,A1,WNV3,19890918,125,33,,
20146577,A2,WNV3,19891208,170,22,590,460
20146577,B1,WNV3,19900605,250,00,,
20146577,B2,WNV3,19901213,300,11,,
20146593,A1,WNV3,19890918,140,33,,
20146593,A2,WNV3,19891208,170,22,515,385
20146593,B1,WNV3,19900605,255,00,,
20146593,B2,WNV3,19901213,310,11,,
20146601,A1,WNV1,19890918,115,11,,
20146601,A2,WNV1,19891208,175,00,405,410
20146601,B1,WNV1,19900605,230,00,,
20146601,B2,WNV1,19901213,295,11,,
20146619,A1,WNB3,19890918,135,33,,
20146619,A2,WNB3,19891208,150,22,605,455
20146627,A1,WNB3,19890918,150,33,,
20146627,A2,WNB3,19891208,180,22,625,465
20146643,A1,WNB3,19890918,155,33,,
20146643,A2,WNB3,19891208,200,22,650,485
20146668,A1,WNB3,19890918,140,33,,
20146668,A2,WNB3,19891208,185,22,555,450
20146676,A1,WNV3,19890918,125,33,,
20146676,A2,WNV3,19891208,165,22,530,425
20146676,B1,WNV3,19900605,275,00,,
20146676,B2,WNV3,19901213,340,00,,
20146684,A1,WNV3,19890918,125,33,,
20146684,A2,WNV3,19891208,150,22,550,455
20146692,A1,WNB3,19890918,145,33,,
20146692,A2,WNB3,19891208,160,22,510,380
21002068,A1,WNV1,19890918,90,11,,
21002068,A2,WNV1,19891208,130,00,405,435
21002068,B1,WNV1,19900605,205,00,,
20146700,A1,WNV3,19890918,135,33,,
20146700,A2,WNV3,19891208,175,22,680,520
20146700,B1,WNV3,19900605,255,00,,
20146700,B2,WNV3,19901213,295,11,,
20146718,A1,WNB3,19890918,120,33,,
20146718,A2,WNB3,19891208,165,22,540,450
20146726,A1,WNV3,19890918,115,33,,
20146726,A2,WNV3,19891208,155,22,540,420
20146726,B1,WNV3,19900605,240,00,,
20146726,B2,WNV3,19901213,290,11,,
20146734,A1,WNB3,19890918,160,33,,
20146734,A2,WNB3,19891208,200,22,575,425
20146742,A1,WNB3,19890918,155,33,,
20146742,A2,WNB3,19891208,205,22,530,440
20146759,A1,WNB3,19890918,130,33,,
20146759,A2,WNB3,19891208,180,22,510,420
20146767,A1,WNV3,19890918,140,33,,
20146767,A2,WNV3,19891208,185,22,580,500
20146767,B1,WNV3,19900605,290,00,,
20146767,B2,WNV3,19901213,365,00,,
18427864,A1,SLV3,19890126,130,,,
18427864,A2,SLV3,19890505,215,33,395,440
18427864,B1,SLV3,19891003,265,00,,
18427872,A1,SLV1,19890126,125,,,
18427872,A2,SLV1,19890505,200,11,340,415
18427872,B1,SLV1,19891003,255,00,,
18427880,A1,SLV1,19890126,135,,,
18427880,A2,SLV1,19890505,205,11,340,410
18427880,B1,SLV1,19891003,245,00,,
18427898,A1,SLV2,19890126,110,,,
18427898,A2,SLV2,19890505,185,,430,510
18427898,B1,SLV2,19891003,265,00,,
